$GNRMC,072408.60,A,3600.77859,N,12919.12755,E,0.223,208.46,010620,,,A,V*0C
$GNRMC,072408.70,A,3600.77864,N,12919.12765,E,0.151,,010620,,,A,V*10
$GNGGA,072706.50,3600.77068,N,12919.13954,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*5F
$GNGGA,072706.60,3600.77073,N,12919.13959,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*58
$GNGGA,072706.70,3600.77077,N,12919.13964,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*52
$GNGGA,072706.80,3600.77081,N,12919.13969,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*56
$GNGGA,072706.90,3600.77085,N,12919.13974,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*5E
$GNGGA,072707.00,3600.77089,N,12919.13980,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*59
$GNGGA,072707.10,3600.77094,N,12919.13985,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*50
$GNGGA,072707.20,3600.77100,N,12919.13990,E,5,12,0.54,64.5,M,24.3,M,0.2,0000*59
$GNGGA,072707.30,3600.77104,N,12919.13996,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*5B
$GNGGA,072707.40,3600.77110,N,12919.14002,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*5D
$GNGGA,072707.50,3600.77115,N,12919.14007,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*5D
$GNGGA,072707.60,3600.77121,N,12919.14012,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*5E
$GNGGA,072707.70,3600.77127,N,12919.14016,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*5C
$GNGGA,072707.80,3600.77132,N,12919.14021,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*5C
$GNGGA,072707.90,3600.77137,N,12919.14026,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*5E
$GNGGA,072708.00,3600.77141,N,12919.14031,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*57
$GNGGA,072708.10,3600.77144,N,12919.14037,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*54
$GNGGA,072708.20,3600.77147,N,12919.14044,E,5,12,0.54,64.5,M,24.3,M,0.2,0000*52
$GNGGA,072708.30,3600.77151,N,12919.14050,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*50
$GNGGA,072708.40,3600.77156,N,12919.14057,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*50
$GNGGA,072708.50,3600.77161,N,12919.14063,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*53
$GNGGA,072708.60,3600.77166,N,12919.14069,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*5E
$GNGGA,072708.70,3600.77171,N,12919.14076,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*56
$GNGGA,072708.80,3600.77177,N,12919.14083,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*5A
$GNGGA,072708.90,3600.77181,N,12919.14090,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*51
$GNGGA,072709.00,3600.77185,N,12919.14098,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*5D
$GNGGA,072709.10,3600.77189,N,12919.14106,E,5,12,0.54,64.5,M,24.3,M,0.1,0000*56
$GNGGA,072709.20,3600.77192,N,12919.14116,E,5,12,0.54,64.5,M,24.3,M,0.2,0000*5D
$GNGGA,072709.30,3600.77197,N,12919.14124,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*59
$GNGGA,072709.40,3600.77202,N,12919.14132,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*51
$GNGGA,072709.50,3600.77206,N,12919.14140,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*50
$GNGGA,072709.60,3600.77212,N,12919.14147,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*52
$GNGGA,072709.70,3600.77216,N,12919.14155,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*55
$GNGGA,072709.80,3600.77220,N,12919.14164,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*52
$GNGGA,072709.90,3600.77225,N,12919.14173,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*51
$GNGGA,072710.00,3600.77230,N,12919.14183,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*53
$GNGGA,072710.10,3600.77234,N,12919.14191,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*54
$GNGGA,072710.20,3600.77237,N,12919.14199,E,5,12,0.54,64.5,M,24.3,M,1.2,0000*5F
$GNGGA,072710.30,3600.77241,N,12919.14206,E,5,12,0.54,64.5,M,24.3,M,1.3,0000*5B
$GNGGA,072710.40,3600.77245,N,12919.14214,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*5D
$GNGGA,072710.50,3600.77250,N,12919.14222,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*5C
$GNGGA,072710.60,3600.77255,N,12919.14230,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*5A
$GNGGA,072710.70,3600.77260,N,12919.14238,E,5,12,0.54,64.5,M,24.3,M,0.7,0000*54
$GNGGA,072710.80,3600.77265,N,12919.14245,E,5,12,0.54,64.5,M,24.3,M,0.8,0000*5B
$GNGGA,072710.90,3600.77269,N,12919.14252,E,5,12,0.54,64.5,M,24.3,M,0.9,0000*51
$GNGGA,072711.00,3600.77275,N,12919.14259,E,5,12,0.54,64.5,M,24.3,M,1.0,0000*57
$GNGGA,072711.10,3600.77279,N,12919.14266,E,5,12,0.54,64.5,M,24.3,M,1.1,0000*57
$GNGGA,072711.20,3600.77284,N,12919.14274,E,5,12,0.54,64.5,M,24.3,M,1.2,0000*56
$GNGGA,072711.30,3600.77288,N,12919.14282,E,5,12,0.54,64.5,M,24.3,M,0.3,0000*52
$GNGGA,072711.40,3600.77292,N,12919.14290,E,5,12,0.54,64.5,M,24.3,M,0.4,0000*5A
$GNGGA,072711.50,3600.77296,N,12919.14298,E,5,12,0.54,64.5,M,24.3,M,0.5,0000*56
$GNGGA,072711.60,3600.77301,N,12919.14304,E,5,12,0.54,64.5,M,24.3,M,0.6,0000*5D
$GNGGA,072711.70,3600.77307,N,12919.14310,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5D
$GNGGA,072711.80,3600.77313,N,12919.14316,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5E
$GNGGA,072711.90,3600.77319,N,12919.14322,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*53
$GNGGA,072712.00,3600.77324,N,12919.14329,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*54
$GNGGA,072712.10,3600.77329,N,12919.14335,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*54
$GNGGA,072712.20,3600.77334,N,12919.14343,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*59
$GNGGA,072712.30,3600.77338,N,12919.14351,E,5,12,0.54,64.6,M,24.3,M,1.3,0000*56
$GNGGA,072712.40,3600.77343,N,12919.14359,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*53
$GNGGA,072712.50,3600.77347,N,12919.14367,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5A
$GNGGA,072712.60,3600.77352,N,12919.14374,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5C
$GNGGA,072712.70,3600.77357,N,12919.14381,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*53
$GNGGA,072712.80,3600.77363,N,12919.14388,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5D
$GNGGA,072712.90,3600.77368,N,12919.14395,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072713.00,3600.77373,N,12919.14403,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*58
$GNGGA,072713.10,3600.77378,N,12919.14411,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*50
$GNGGA,072713.20,3600.77383,N,12919.14418,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*5D
$GNGGA,072713.30,3600.77388,N,12919.14426,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*5A
$GNGGA,072713.40,3600.77393,N,12919.14434,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*53
$GNGGA,072713.50,3600.77397,N,12919.14442,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*56
$GNGGA,072713.60,3600.77401,N,12919.14451,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5C
$GNGGA,072713.70,3600.77406,N,12919.14459,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*53
$GNGGA,072713.80,3600.77411,N,12919.14467,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*58
$GNGGA,072713.90,3600.77416,N,12919.14475,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5C
$GNGGA,072714.00,3600.77422,N,12919.14483,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*54
$GNGGA,072714.10,3600.77428,N,12919.14490,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5C
$GNGGA,072714.20,3600.77434,N,12919.14497,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*56
$GNGGA,072714.30,3600.77439,N,12919.14505,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*50
$GNGGA,072714.40,3600.77444,N,12919.14512,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5C
$GNGGA,072714.50,3600.77448,N,12919.14520,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*51
$GNGGA,072714.60,3600.77453,N,12919.14529,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*52
$GNGGA,072714.70,3600.77458,N,12919.14537,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*56
$GNGGA,072714.80,3600.77462,N,12919.14545,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5A
$GNGGA,072714.90,3600.77468,N,12919.14552,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*56
$GNGGA,072715.00,3600.77474,N,12919.14560,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5A
$GNGGA,072715.10,3600.77478,N,12919.14568,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5E
$GNGGA,072715.20,3600.77483,N,12919.14575,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*57
$GNGGA,072715.30,3600.77488,N,12919.14583,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*55
$GNGGA,072715.40,3600.77492,N,12919.14591,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5D
$GNGGA,072715.50,3600.77497,N,12919.14598,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*51
$GNGGA,072715.60,3600.77501,N,12919.14607,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5A
$GNGGA,072715.70,3600.77505,N,12919.14615,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5D
$GNGGA,072715.80,3600.77510,N,12919.14623,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5C
$GNGGA,072715.90,3600.77515,N,12919.14631,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072716.00,3600.77520,N,12919.14638,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*57
$GNGGA,072716.10,3600.77525,N,12919.14646,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5B
$GNGGA,072716.20,3600.77530,N,12919.14653,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*5A
$GNGGA,072716.30,3600.77535,N,12919.14660,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*5F
$GNGGA,072716.40,3600.77540,N,12919.14668,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*55
$GNGGA,072716.50,3600.77544,N,12919.14676,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5E
$GNGGA,072716.60,3600.77548,N,12919.14684,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5F
$GNGGA,072716.70,3600.77552,N,12919.14693,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*52
$GNGGA,072716.80,3600.77557,N,12919.14701,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5D
$GNGGA,072716.90,3600.77563,N,12919.14708,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*53
$GNGGA,072717.00,3600.77569,N,12919.14715,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*55
$GNGGA,072717.10,3600.77576,N,12919.14722,E,5,12,0.54,64.6,M,24.3,M,0.1,0000*5E
$GNGGA,072717.20,3600.77581,N,12919.14729,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*5D
$GNGGA,072717.30,3600.77586,N,12919.14736,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*54
$GNGGA,072717.40,3600.77591,N,12919.14743,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*50
$GNGGA,072717.50,3600.77596,N,12919.14751,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*54
$GNGGA,072717.60,3600.77600,N,12919.14759,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*50
$GNGGA,072717.70,3600.77604,N,12919.14768,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*56
$GNGGA,072717.80,3600.77608,N,12919.14776,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*55
$GNGGA,072717.90,3600.77612,N,12919.14783,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*54
$GNGGA,072718.00,3600.77617,N,12919.14790,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5D
$GNGGA,072718.10,3600.77623,N,12919.14797,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5D
$GNGGA,072718.20,3600.77627,N,12919.14803,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*5B
$GNGGA,072718.30,3600.77633,N,12919.14810,E,5,12,0.54,64.6,M,24.3,M,1.3,0000*5C
$GNGGA,072718.40,3600.77638,N,12919.14816,E,5,12,0.54,64.6,M,24.3,M,1.4,0000*51
$GNGGA,072718.50,3600.77643,N,12919.14822,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5B
$GNGGA,072718.60,3600.77648,N,12919.14829,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*5A
$GNGGA,072718.70,3600.77653,N,12919.14837,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5E
$GNGGA,072718.80,3600.77657,N,12919.14844,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5E
$GNGGA,072718.90,3600.77662,N,12919.14851,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5C
$GNGGA,072719.00,3600.77667,N,12919.14858,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*50
$GNGGA,072719.10,3600.77673,N,12919.14865,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5B
$GNGGA,072719.20,3600.77679,N,12919.14872,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*56
$GNGGA,072719.30,3600.77685,N,12919.14879,E,5,12,0.54,64.6,M,24.3,M,1.3,0000*5F
$GNGGA,072719.40,3600.77691,N,12919.14886,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5B
$GNGGA,072719.50,3600.77697,N,12919.14893,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*59
$GNGGA,072719.60,3600.77701,N,12919.14901,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5D
$GNGGA,072719.70,3600.77705,N,12919.14908,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*50
$GNGGA,072719.80,3600.77708,N,12919.14915,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*51
$GNGGA,072719.90,3600.77711,N,12919.14922,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5D
$GNGGA,072720.00,3600.77716,N,12919.14929,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5A
$GNGGA,072720.10,3600.77720,N,12919.14936,E,5,12,0.54,64.6,M,24.3,M,0.1,0000*50
$GNGGA,072720.20,3600.77724,N,12919.14943,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*56
$GNGGA,072720.30,3600.77728,N,12919.14950,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*58
$GNGGA,072720.40,3600.77732,N,12919.14957,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*54
$GNGGA,072720.50,3600.77736,N,12919.14963,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*57
$GNGGA,072720.60,3600.77739,N,12919.14969,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*52
$GNGGA,072720.70,3600.77742,N,12919.14975,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*53
$GNGGA,072720.80,3600.77744,N,12919.14981,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5E
$GNGGA,072720.90,3600.77746,N,12919.14987,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072721.00,3600.77747,N,12919.14994,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*59
$GNGGA,072721.10,3600.77748,N,12919.14999,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5B
$GNGGA,072721.20,3600.77750,N,12919.15004,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*5E
$GNGGA,072721.30,3600.77752,N,12919.15008,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*51
$GNGGA,072721.40,3600.77753,N,12919.15011,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*58
$GNGGA,072721.50,3600.77755,N,12919.15014,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5B
$GNGGA,072721.60,3600.77756,N,12919.15017,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5B
$GNGGA,072721.70,3600.77756,N,12919.15017,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5B
$GNGGA,072721.80,3600.77756,N,12919.15018,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*54
$GNGGA,072721.90,3600.77756,N,12919.15019,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*54
$GNGGA,072722.00,3600.77755,N,12919.15019,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*55
$GNGGA,072722.10,3600.77755,N,12919.15018,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*54
$GNGGA,072722.20,3600.77755,N,12919.15018,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*54
$GNGGA,072722.30,3600.77755,N,12919.15018,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*55
$GNGGA,072722.40,3600.77755,N,12919.15018,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*55
$GNGGA,072722.50,3600.77755,N,12919.15017,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5A
$GNGGA,072722.60,3600.77755,N,12919.15017,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*5A
$GNGGA,072722.70,3600.77754,N,12919.15017,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*5B
$GNGGA,072722.80,3600.77754,N,12919.15017,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5A
$GNGGA,072722.90,3600.77754,N,12919.15017,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072723.00,3600.77753,N,12919.15018,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*52
$GNGGA,072723.10,3600.77753,N,12919.15018,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*52
$GNGGA,072723.20,3600.77753,N,12919.15019,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*52
$GNGGA,072723.30,3600.77752,N,12919.15020,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*59
$GNGGA,072723.40,3600.77751,N,12919.15021,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5B
$GNGGA,072723.50,3600.77749,N,12919.15023,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*50
$GNGGA,072723.60,3600.77746,N,12919.15025,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*59
$GNGGA,072723.70,3600.77742,N,12919.15028,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*50
$GNGGA,072723.80,3600.77737,N,12919.15031,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5A
$GNGGA,072723.90,3600.77732,N,12919.15034,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072724.00,3600.77727,N,12919.15037,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5B
$GNGGA,072724.10,3600.77722,N,12919.15042,E,5,12,0.54,64.6,M,24.3,M,0.1,0000*5D
$GNGGA,072724.20,3600.77716,N,12919.15048,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*50
$GNGGA,072724.30,3600.77711,N,12919.15053,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*5D
$GNGGA,072724.40,3600.77706,N,12919.15059,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*51
$GNGGA,072724.50,3600.77701,N,12919.15065,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*59
$GNGGA,072724.60,3600.77697,N,12919.15070,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*53
$GNGGA,072724.70,3600.77692,N,12919.15075,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*53
$GNGGA,072724.80,3600.77687,N,12919.15080,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5D
$GNGGA,072724.90,3600.77681,N,12919.15085,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5E
$GNGGA,072725.00,3600.77676,N,12919.15090,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*52
$GNGGA,072725.10,3600.77671,N,12919.15096,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*53
$GNGGA,072725.20,3600.77666,N,12919.15102,E,5,12,0.54,64.7,M,24.3,M,0.2,0000*59
$GNGGA,072725.30,3600.77661,N,12919.15108,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*54
$GNGGA,072725.40,3600.77657,N,12919.15114,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*5C
$GNGGA,072725.50,3600.77652,N,12919.15121,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5F
$GNGGA,072725.60,3600.77648,N,12919.15128,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*5D
$GNGGA,072725.70,3600.77643,N,12919.15134,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*5B
$GNGGA,072725.80,3600.77638,N,12919.15140,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*54
$GNGGA,072725.90,3600.77633,N,12919.15144,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*5B
$GNGGA,072726.00,3600.77628,N,12919.15148,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*5F
$GNGGA,072726.10,3600.77623,N,12919.15151,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*5C
$GNGGA,072726.20,3600.77618,N,12919.15154,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*51
$GNGGA,072726.30,3600.77614,N,12919.15157,E,5,12,0.54,64.7,M,24.3,M,1.3,0000*5E
$GNGGA,072726.40,3600.77610,N,12919.15158,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*54
$GNGGA,072726.50,3600.77607,N,12919.15160,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*59
$GNGGA,072726.60,3600.77604,N,12919.15163,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*59
$GNGGA,072726.70,3600.77601,N,12919.15164,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*5B
$GNGGA,072726.80,3600.77599,N,12919.15165,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*58
$GNGGA,072726.90,3600.77597,N,12919.15165,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*56
$GNGGA,072727.00,3600.77596,N,12919.15166,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*54
$GNGGA,072727.10,3600.77595,N,12919.15167,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*56
$GNGGA,072727.20,3600.77594,N,12919.15167,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*57
$GNGGA,072727.30,3600.77593,N,12919.15167,E,5,12,0.54,64.7,M,24.3,M,1.3,0000*50
$GNGGA,072727.40,3600.77593,N,12919.15166,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*50
$GNGGA,072727.50,3600.77592,N,12919.15165,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*52
$GNGGA,072727.60,3600.77592,N,12919.15164,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*53
$GNGGA,072727.70,3600.77592,N,12919.15162,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*55
$GNGGA,072727.80,3600.77592,N,12919.15161,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*56
$GNGGA,072727.90,3600.77592,N,12919.15160,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*57
$GNGGA,072728.00,3600.77591,N,12919.15159,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*50
$GNGGA,072728.10,3600.77591,N,12919.15158,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*51
$GNGGA,072728.20,3600.77590,N,12919.15156,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*5E
$GNGGA,072728.30,3600.77589,N,12919.15154,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*55
$GNGGA,072728.40,3600.77588,N,12919.15152,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*53
$GNGGA,072728.50,3600.77585,N,12919.15149,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*54
$GNGGA,072728.60,3600.77582,N,12919.15146,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5C
$GNGGA,072728.70,3600.77578,N,12919.15142,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5D
$GNGGA,072728.80,3600.77574,N,12919.15138,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5C
$GNGGA,072728.90,3600.77569,N,12919.15133,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5B
$GNGGA,072729.00,3600.77564,N,12919.15127,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*53
$GNGGA,072729.10,3600.77559,N,12919.15121,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5B
$GNGGA,072729.20,3600.77554,N,12919.15115,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*51
$GNGGA,072729.30,3600.77550,N,12919.15108,E,5,12,0.54,64.6,M,24.3,M,1.3,0000*59
$GNGGA,072729.40,3600.77545,N,12919.15100,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*54
$GNGGA,072729.50,3600.77540,N,12919.15091,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*58
$GNGGA,072729.60,3600.77534,N,12919.15083,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*58
$GNGGA,072729.70,3600.77528,N,12919.15074,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5D
$GNGGA,072729.80,3600.77522,N,12919.15066,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*54
$GNGGA,072729.90,3600.77516,N,12919.15057,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*51
$GNGGA,072730.00,3600.77510,N,12919.15049,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*51
$GNGGA,072730.10,3600.77504,N,12919.15040,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*5C
$GNGGA,072730.20,3600.77498,N,12919.15032,E,5,12,0.54,64.7,M,24.3,M,0.2,0000*5C
$GNGGA,072730.30,3600.77493,N,12919.15024,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*50
$GNGGA,072730.40,3600.77488,N,12919.15015,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*58
$GNGGA,072730.50,3600.77482,N,12919.15006,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*50
$GNGGA,072730.60,3600.77477,N,12919.14997,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*5A
